award_id,vendor_name,description,award_amount,total_outlays,contract_award_type,start_date,end_date,awarding_agency,awarding_sub_agency,naics_code,psc_code,query_batch
N0002420C6319,HUNTINGTON INGALLS INCORPORATED,LUSV CONCEPTUAL DESIGN,12938096.28,0.0,DEFINITIVE CONTRACT,2020-09-04,2025-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6247818F4183,GSI PACIFIC INC.,"IGF::OT::IGF DRY DOCK NO. 1 CAISSON OVERHAUL AND DOCK REPAIR, PHNSY AND IMF, JBPHH, HI",12776439.0,,DELIVERY ORDER,2018-06-28,2022-06-14,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
0002,GSI PACIFIC INC.,"IGF::OT::IGF RM 09-1627 DRYDOCK NO. 4 OVERHAUL CAISSON, 10 YEAR CERTIFICATION, PEARL HARBOR NAVAL SHIPYARD (PHNSY)&INTERMEDIATE MAINTENANCE FACILITY (IMF), JOINT BASE PEARL HARBOR-HICKAM (JBPHH), HAWAII",12719439.14,,DELIVERY ORDER,2017-05-15,2020-11-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6278619F0001,LOCKHEED MARTIN CORPORATION,ENGINEERING AND MANAGEMENT EFFORTS,12613193.0,0.0,DELIVERY ORDER,2018-12-11,2020-03-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002426C2443,HUNTINGTON INGALLS INCORPORATED,LPD 17 CLASS POST DELIVERY AND ENGINEERING SUPPORT (PD&ES),12195367.0,,DEFINITIVE CONTRACT,2025-12-10,2030-12-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5005424F6003,HII FLEET SUPPORT GROUP LLC,ELEVATOR SUPPORT UNIT (ESU) SUPPORT,12131421.94,0.0,DELIVERY ORDER,2024-08-31,2026-02-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
ER06,LOCKHEED MARTIN CORPORATION,"LABOR, MATERIAL AND TRAVEL FOR LCS 5 PSA PLANNING",11979101.0,,DELIVERY ORDER,2016-07-12,2018-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279325F7406,HII FLEET SUPPORT GROUP LLC,N62793-25-F-7406 ISSUED FOR THE CARRIER ENGINEERING MAINTENANCE ASSIST TEAM TO SUPPORT THE CVN74 REFUEL AND COMPLEX OVERHAUL,11933165.04,,DELIVERY ORDER,2025-07-15,2026-08-13,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
ER03,LOCKHEED MARTIN CORPORATION,LCS 7 ER03 EMERGENT AVAILABILITIES AND PDT&T,11785182.0,,DELIVERY ORDER,2015-07-13,2018-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002417F6202,"ARGON ST, INC.",AN/SLQ-25C SYSTEM    IGF::CL::IGF,11691997.0,,DELIVERY ORDER,2017-09-29,2017-09-29,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
7F06,"AUSTAL USA, LLC",POST DELIVERY - BOA ITEM 0001 AND ITEM 0002,11485150.0,,DELIVERY ORDER,2015-09-30,2016-10-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279325F7512,HII FLEET SUPPORT GROUP LLC,DELIVERY ORDER N6279325F7512 ISSUED FOR THE ELEVATOR SUPPORT UNIT TO SUPPORT THE CVN75 REFUELING COMPLEX OVERHAUL - ADVANCED PLANNING.,11362400.04,,DELIVERY ORDER,2025-09-10,2026-07-07,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523624F9961,HII FLEET SUPPORT GROUP LLC,"C460C, PROVIDE LABOR, MATERIALS, SUBCONTRACTOR, OTHER DIRECT COSTS IN SUPPORT OF REQUIREMENT.",11272702.0,309537.48,DELIVERY ORDER,2024-07-22,2026-11-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278622F0020,LOCKHEED MARTIN CORPORATION,LCS-25 PDT&T SUPPORT - LABOR,11267346.0,,DELIVERY ORDER,2022-09-22,2026-01-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278622F0006,LOCKHEED MARTIN CORPORATION,ENGINEERING AND MANAGEMENT EFFORTS,11099566.0,175388.41,DELIVERY ORDER,2022-01-05,2025-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
0008,WATERMARK ENVIRONMENTAL INC,"PROPELLER SHOP UPGRADES, BLDG 546 PHILADELPHIA PA",11035402.92,,DELIVERY ORDER,2012-09-21,2018-09-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425518F4206,VETERANS NORTHWEST CONSTRUCTION LLC,IGF::OT::IGF X003 RM037-04 DRY DOCK 4 REPAIR MAIN DEWATERING PUMP,10987575.47,0.0,DELIVERY ORDER,2018-05-30,2021-05-21,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008525F0685,NADIAD INC,DD2 BARRIER PROTECTION - SIOP,10939720.0,,DELIVERY ORDER,2025-09-16,2027-01-14,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008519F4299,STRUCTURAL ASSOCIATES INC,"IGF::OT::IGF X003 REPAIRS FOR INSULATOR SHOP RELOCATION, BUILDING",10768882.0,0.0,DELIVERY ORDER,2019-01-02,2020-03-01,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
0007,"WHITESELL-GREEN, INC","IGF::OT::IGF P-527 SUBMARINE MAINTENANCE FACILITY, NORFOLK NAVAL SHIPYARD, VA.",10746805.15,,DELIVERY ORDER,2015-09-03,2019-05-16,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
ER09,LOCKHEED MARTIN CORPORATION,POST DELIVERY TEST AND TRIAL SUPPORT,10598837.0,,DELIVERY ORDER,2017-01-12,2020-05-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6247819F4209,"INSIGHT PACIFIC, LLC","FY18 ST16-2121 DRYDOCK 4 MAIN PUMP 3&4 OVERHAUL, PEARL HARBOR NAVAL SHIPYARD (PHNSY)&INTERMEDIATE MAINTENANCE FACILITY (IMF), JOINT BASE PEARL HARBOR HICKAM (JBPHH), HAWAII",10564700.0,0.0,DELIVERY ORDER,2019-08-22,2024-10-03,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6247820F4246,"CCI CONSTRUCTION SERVICES, LLC","RM18-0149 DRYDOCK NO.4 GENERAL REPAIRS, JBPHH, HI",10488920.95,0.0,DELIVERY ORDER,2020-08-13,2025-12-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
0006,WATTS CONSTRUCTORS LLC,"IGF::OT::IGF    REPAIR PILES, PIER 6, PSNS BREMERTON WA",10174867.95,,DELIVERY ORDER,2013-09-23,2016-09-19,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002419F23A1,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,FY20 AND FY21 PROGRAM MANAGEMENT,10094897.38,1785088.0,DELIVERY ORDER,2019-09-30,2023-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278621F0001,LOCKHEED MARTIN CORPORATION,EMERGENT AVAILABILITIES - LABOR,10071888.0,320146.56,DELIVERY ORDER,2020-12-15,2024-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008523F6766,NADIAD INC,"B343 OCC RENOVATE 1ST AND 2ND FLOORS, PNSY, KITTERY, ME",10013257.0,,DELIVERY ORDER,2023-09-19,2025-07-03,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6133119C0005,"SEEMANN COMPOSITES, LLC",LCAC 100 COMPOSITE COMPONENTS,9991327.36,821050.84,DEFINITIVE CONTRACT,2019-01-31,2022-04-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
0005,"BILLY W. JARRETT CONSTRUCTION COMPANY, INC.","IGF::OT::IGF WORK ORDER B6P933 RM15-0509 REPLACE VARIOUS ROOF SECTIONS, BUILDING 107, PSNS",9930833.09,,DELIVERY ORDER,2016-09-06,2018-11-07,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008425F4074,MVL-BROMGROVE JV LLC,QC2122-REPAIRS SYNCHROLIFT MECHANICAL & ELECTRICAL SYSTEM FACILITY 458,9917871.22,,DELIVERY ORDER,2025-04-09,2027-05-14,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N5005425FP001,METRO MACHINE CORP.,USS BUSH (CVN 77) FY25 CMAV DELIVERY ORDER AWARD.,9868013.0,0.0,DELIVERY ORDER,2024-12-17,2026-04-24,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002421C2101,MILLS MARINE & SHIP REPAIR LLC,THIRD PARTY LOW RISK FIRE WATCH SUPPORT FOR CVN 73 RCOH ACCOMPLISHMENT,9838349.6,,DEFINITIVE CONTRACT,2020-12-08,2023-10-16,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5005424F6002,HII FLEET SUPPORT GROUP LLC,CARRIER ENGINEERING MAINTENANCE ASSIST TEAM (CEMAT) CEMAT EAST SUPPORT,9750755.89,0.0,DELIVERY ORDER,2024-09-01,2025-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523624F9951,HII FLEET SUPPORT GROUP LLC,CODE 460C/CVN ESU TASK ORDER 24-P112 SUPPORT,9685866.0,1754637.5,DELIVERY ORDER,2024-01-15,2025-03-04,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523625F9975,HII FLEET SUPPORT GROUP LLC,C460C- TO PROVIDE LABOR SUPPORT FOR TASK ORDER 25-P117 VIA DELIVERY ORDER N5523625F9975,9588457.0,,DELIVERY ORDER,2025-04-07,2026-04-06,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278619F0068,LOCKHEED MARTIN CORPORATION,ADVANCE PLANNING&ACCOMPLISHMENT,9527420.0,165907.95,DELIVERY ORDER,2019-09-10,2021-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5005423F3003,HII FLEET SUPPORT GROUP LLC,ELEVATOR SUPPORT UNIT (ESU) SUPPORT,9508925.43,3258572.81,DELIVERY ORDER,2023-09-01,2024-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279322F1000,HII FLEET SUPPORT GROUP LLC,LABOR SUPPORT FOR CVN 74 ELEVATOR SUPPORT UNIT,9407085.08,,DELIVERY ORDER,2022-03-21,2023-03-21,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279320F2005,HUNTINGTON INGALLS INC,INTER-AVAILABILITY PLANNING AND ADMINISTRATION FOR MATERIAL AND LABOR FOR USS GERALD R. FORD (CVN 78).,9373146.39,0.0,DELIVERY ORDER,2020-02-14,2021-02-13,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008425F4021,"SUMIJU YOKOSUKA KOGYO CO., LTD.",YSK- ST21-1275 OVERHAUL CAISSON DRY DOCK,9266991.6,,DELIVERY ORDER,2025-01-21,2027-01-21,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008515C6109,CIANBRO CORPORATION,"IGF::OT::IGF DESIGN/BID/BUILD PROJECT: REPAIR PUMP WELL DD#3 AT THE PORTSMOUTH NAVAL SHIPYARD, KITTERY, ME",9127102.93,,DEFINITIVE CONTRACT,2015-07-17,2017-04-16,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6278622F0007,LOCKHEED MARTIN CORPORATION,PDT&T SUPPORT - LABOR,9095557.0,0.0,DELIVERY ORDER,2022-02-10,2025-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523624F9981,HII FLEET SUPPORT GROUP LLC,CODE 460C/CVN. 24-P122 DELIVERY ORDER CEMAT,9040166.0,0.0,DELIVERY ORDER,2024-07-01,2025-12-19,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279320F2023,HUNTINGTON INGALLS INC,CVN 78 FY18-23 PIA PLANNING,9007637.0,3130980.4,DELIVERY ORDER,2019-11-26,2022-09-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008420C6508,"SUMIJU YOKOSUKA KOGYO CO., LTD.",N408420C6508 OVERHAUL CAISSON AND HYDRAULIC OPERATION,8983376.25,0.0,DEFINITIVE CONTRACT,2020-09-30,2022-11-18,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6247822F4150,"INSIGHT PACIFIC, LLC","WON1672761 D1-4 SAFETY IMPROVEMENTS, PHNSY & IMF, JBPHH, OAHU, HAWAII",8858111.0,,DELIVERY ORDER,2022-05-04,2024-10-23,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6278619F0054,LOCKHEED MARTIN CORPORATION,ADVANCE PLANNING&ACCOMPLISHMENT OF EMERGENT AVAILABILITIES AND POST DELIVERY TEST AND TRIAL SUPPORT,8801518.0,278918.02,DELIVERY ORDER,2019-05-31,2021-01-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278621F0011,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,DDG 1000 PSA-B AVAILABILITY,8800280.71,,DELIVERY ORDER,2021-02-12,2021-12-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4425523F4247,TRITON MARINE CONSTRUCTION CORP.,REPAIR SALTWATER DISTRIBUTION & COMPRESSED AIR,8687941.68,,DELIVERY ORDER,2023-03-28,2024-10-15,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008525C0037,P & S CONSTRUCTION INC.,"THE WORK INCLUDES ALL LABOR, MATERIAL, EQUIPMENT, TRANSPORTATION, SUPERVISION, AND INCIDENTAL RELATED WORK TO PERFORM CONCRETE REPAIRS TO DRY DOCK 2 AND DRY DOCK 3 AS DESCRIBED IN THE PROJECT DOCUMENTS.",8644800.0,,DEFINITIVE CONTRACT,2025-09-23,2026-10-03,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6945018F0730,DESBUILD INCORPORATED,IGF::OT::IGF REPAIR CONCRETE CAISSON,8635591.0,0.0,DELIVERY ORDER,2018-09-06,2020-07-26,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
7F01,"AUSTAL USA, LLC",POST DELIVERY MATERIAL,8590826.0,,DELIVERY ORDER,2015-04-20,2016-10-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278625F0003,BATH IRON WORKS CORPORATION,"PLANNING, ENGINEERING, & MGMT EFFORTS",8588730.0,,DELIVERY ORDER,2025-01-29,2027-04-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278617F0073,LOCKHEED MARTIN CORPORATION,POST DELIVERY TEST&TRIAL SUPPORT,8552412.0,0.0,DELIVERY ORDER,2017-09-29,2020-05-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523625F9951,HII FLEET SUPPORT GROUP LLC,CODE 460C/ CVN ELEVATOR SUPPORT UNIT TASK ORDER,8534260.0,,DELIVERY ORDER,2025-01-15,2026-01-14,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278620F0014,LOCKHEED MARTIN CORPORATION,PDT&T SUPPORT LABOR,8477974.0,,DELIVERY ORDER,2020-05-06,2022-12-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5005423F3001,HII FLEET SUPPORT GROUP LLC,CARRIER ENGINEERING MAINTENANCE ASSIST TEAM(CEMAT) CEMAT EAST SUPPORT,8388698.98,2517165.01,DELIVERY ORDER,2023-09-01,2024-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523624F9962,HII FLEET SUPPORT GROUP LLC,"C460C, PROVIDE LABOR, MATERIALS, SUBCONTRACTOR, OTHER DIRECT COSTS IN SUPPORT OF REQUIREMENT.",8321141.0,1125240.49,DELIVERY ORDER,2024-07-29,2026-12-05,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523624F9960,HII FLEET SUPPORT GROUP LLC,"CODE 460C/CVN. LABOR, MATERIALS, SUBCONTRACTOR, ODCS IN SUPPORT OF SEMAT TASK ORDER 24-M1507.",8316032.0,819563.03,DELIVERY ORDER,2024-07-15,2025-07-22,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523624F9964,HII FLEET SUPPORT GROUP LLC,"C460C, PROVIDE LABOR, MATERIALS, SUBCONTRACTOR, OTHER DIRECT COSTS IN SUPPORT OF REQUIREMENT",8311437.0,205654.23,DELIVERY ORDER,2024-08-08,2026-12-03,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5005422F3004,HII FLEET SUPPORT GROUP LLC,MARMC CEMAT SUPPORT,8291203.27,7064213.16,DELIVERY ORDER,2022-09-01,2023-10-13,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523625F9968,HII FLEET SUPPORT GROUP LLC,"CODE 460C/CVN. LABOR, MATERIALS, SUBCONTRACTOR, ODCS IN SUPPORT OF SEMAT TASK ORDER 24-M1507",8271469.0,,DELIVERY ORDER,2025-07-23,2026-07-22,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002420C2410,"SEEMANN COMPOSITES, LLC",LCAC 100 COMPOSITE COMPONENTS SHIPSETS,8258444.0,250888.52,DEFINITIVE CONTRACT,2020-02-18,2022-08-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
L825,ELECTRIC BOAT CORPORATION,"(N), PNSY-11-005, TRADE SUPPORT",8196694.0,,DELIVERY ORDER,2011-08-17,2012-09-15,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
0003,LEEBCOR SERVICES LLC,"IGF::OT::IGFBASE PERIOD - NFL/SGA IDIQ MACC THIS PROJECT WILL REPAIR THE TRIDENT REFIT  FACILITY WHARF 2 AT USNSB KINGS BAY, GA.  THE WORK INCLUDES BASIC CONCRETE RESTORATION OF SPALLED AND CRACKED CONCRETE PILES, PILE CAPS, EDGE BEAMS, MOORING FOUNDATION AND HARDWARE; REPAIR OF CATWALK, FENDER WRAPS, AND BONDING SYSTEMS.  THE PROJECT WILL REPLACE LADDERS AND SCARIFICATION ANODES.   ADDITIONALLY THE WORK INCLUDES CATHODIC PROTECTION TO BE BUILT IN TO THE CONCRETE STRUCTURES TO MAINTAIN THE INTEGRITY OF THE REPAIR AND PREVENT FURTHER CORROSION. THE REPAIRS WILL ALSO INCLUDE MINOR MISCELLANEOUS ELECTRICAL WORK FOR POWER SUPPLY.",8188374.0,,DELIVERY ORDER,2015-03-31,2016-11-28,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W9123820C0029,"CECOS GROUP, LLC",SMALL CRAFT BERTHING FACILITY,8174749.4,0.0,DEFINITIVE CONTRACT,2020-09-28,2023-08-09,Department of Defense,Department of the Army,,,kw_ship_construction_contracts
N4008523F6622,"CCI FACILITY SUPPORT SERVICES, LLC",X010 B43 RENOVATION/LIFE SAFETY IMPROVEMENTS,8133003.78,0.0,DELIVERY ORDER,2023-09-28,2025-04-15,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008416C0106,NIKKAI CORPORATION,"IGF::OT::IGF N40084-16-C-0106, REPLACE DBB CONSTRUCTION PROJECT TO REPLACE NINE (9) CAPSTANS AND TWO (2) CAPSTAN HOUSES AND REPAIR SEVEN (7) CAPSTAN HOUSES.",8107233.34,0.0,DEFINITIVE CONTRACT,2016-07-15,2019-03-21,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N5523625F5003,HII FLEET SUPPORT GROUP LLC,CODE 460C- MATERIAL/SUBCONTRACTOR SUPPORT 25-P107,8073915.0,422636.1,DELIVERY ORDER,2024-10-10,2026-03-27,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278623F0012,BATH IRON WORKS CORPORATION,"PLANNING, ENGINEERING, & MGMT EFFORTS",7981962.0,,DELIVERY ORDER,2023-05-11,2025-11-03,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523622F9998,HII FLEET SUPPORT GROUP LLC,LABOR SUPPORT,7919096.0,6808482.63,DELIVERY ORDER,2022-01-15,2023-01-20,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523623F9991,HII FLEET SUPPORT GROUP LLC,CODE 460C/CVN. TO INCORPORATE AND OBLIGATE TASK ORDER 23-P112.,7882499.0,3904742.7,DELIVERY ORDER,2023-01-15,2024-01-14,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5005421F3000,HII FLEET SUPPORT GROUP LLC,MARMC FY21 CEMAT SUPPORT,7834205.19,6980000.07,DELIVERY ORDER,2021-09-01,2022-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278622F0022,BATH IRON WORKS CORPORATION,"PLANNING, ENGINEERING, & MGMT EFFORTS",7808945.0,,DELIVERY ORDER,2022-09-16,2024-09-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
70Z05022F43000001,"WHITING-TURNER CONTRACTING COMPANY, THE","PROFESSIONAL SERVICES REQUIRED TO DESIGN AND BUILD HOMEPORTING AND MOORAGE SERVICE TO ACCOMMODATE A 3RD FAST RESPONSE CUTTER (FRC) AT BASE KETCHIKAN, KETCHIKAN, AK.",7785056.0,,DELIVERY ORDER,2022-03-08,2023-06-16,Department of Homeland Security,U.S. Coast Guard,,,kw_ship_construction_contracts
N4425518F4272,WATTS CONSTRUCTORS LLC,"IGF::OT::IGF RM09-2610, MOORING A RESTORATION",7775926.58,0.0,DELIVERY ORDER,2018-06-29,2021-08-18,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6278618F0038,BATH IRON WORKS CORPORATION,"PLANNING, ENGINEERING,&MGMT EFFORTS",7750637.0,97388.0,DELIVERY ORDER,2018-06-20,2019-10-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4425525F4082,"AYKO GROUP-WA PATRIOT JV, LLC",NAVFAC NORTHWEST 8(A) MACC,7704547.0,,DELIVERY ORDER,2025-02-25,2026-04-27,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002416C6422,"RITE-SOLUTIONS, INC.",ENGINGEERING AND TECHNICAL SERVICES,7488672.23,562462.03,DEFINITIVE CONTRACT,2016-10-01,2021-09-30,Department of Defense,Defense Contract Management Agency,,,psc_1905_combat_contracts
N6279320F2010,HUNTINGTON INGALLS INC,CM/EM REPAIRS - OM&N FUNDED,7436538.21,938983.82,DELIVERY ORDER,2020-05-27,2022-03-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008525F4095,"CHEROENHAKA NOTTOWAY ENTERPRISES, LLC",GENERAL CONSTRUCTION IDIQ,7347435.0,,DELIVERY ORDER,2025-01-29,2026-03-05,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W56HZV18FL216,BAY SHIP & YACHT CO,LSV 4 VESSEL OCCM REPAIRS/MODIFICATIONS,7289430.63,,DELIVERY ORDER,2018-03-22,2018-09-28,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N6278623F0020,LOCKHEED MARTIN CORPORATION,ENGINEERING AND MANAGEMENT - LCS 27 PSA - OPTIMIZED STERN RAMP,7287029.0,0.0,DELIVERY ORDER,2023-09-19,2026-01-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C2316,PACIFIC SHIP REPAIR & FABRICATION INC,DDG 51 POST SHAKEDOWN AVAILABILITY EXECUTION FOR DDG 114.,7180173.0,0.0,DEFINITIVE CONTRACT,2018-04-25,2019-02-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008520F6198,"ASTURIAN GROUP, INC.",X010 INSTALLATION OF UNDERGROUND UTILITIES TEMP,7139056.46,0.0,DELIVERY ORDER,2020-08-28,2023-07-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002425C2415,"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.",LSM BLOCK 1 LONG LEAD TIME MATERIAL,7122077.0,,DEFINITIVE CONTRACT,2025-09-26,2027-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278623F0018,LOCKHEED MARTIN CORPORATION,LCS-27 PDT&T SUPPORT - LABOR,7103700.0,,DELIVERY ORDER,2023-08-29,2026-01-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523625F9971,HII FLEET SUPPORT GROUP LLC,"C460C, TO PROVIDE LABOR, MATERIAL, SUBCONTRACTOR, AND OTHER DIRECT COSTS TO SUPPORT FOR REQUIREMENTS DESCRIBED IN THE STATEMENT OF WORK.",7045960.0,0.0,DELIVERY ORDER,2024-10-22,2025-10-20,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279322F0005,HII FLEET SUPPORT GROUP LLC,LABOR SUPPORT,7003441.04,,DELIVERY ORDER,2022-01-14,2022-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5005422F3006,HII FLEET SUPPORT GROUP LLC,MARMC ESU SUPPORT,6953241.6,4503792.17,DELIVERY ORDER,2022-09-01,2024-11-16,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008419C0091,"PENTA-OCEAN CONSTRUCTION CO., LTD.","N40084-19-C-0091 CFAY MAINTENANCE DREDGING, YOKOSUKA, JAPAN",6939027.67,4937779.69,DEFINITIVE CONTRACT,2019-06-26,2021-09-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
FX05,HUNTINGTON INGALLS INC,IGF::CT::IGF CVN REPAIR AND TECH SUPPORT,6937647.0,,DELIVERY ORDER,2015-02-06,2016-04-08,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
0011,WATTS-HEALY TIBBITTS A JV,"IGF::OT::IGF DESIGN BUILD DEMOLISH AND RECONSTRUCT QUAYWALLS S14A, S16A, S18A AND BUILDING 797, JBPHH",6874430.0,,DELIVERY ORDER,2014-09-09,2017-11-09,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008523F6060,"CCI PRIME CONTRACTORS, LLC",X002 B96 CONSTRUCTION,6859365.26,0.0,DELIVERY ORDER,2023-09-22,2025-06-12,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008522F4562,"BENAKA, INC.",DD3 ASW PUMP REPAIR,6799618.0,,DELIVERY ORDER,2022-02-17,2025-01-01,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6279321F0001,HII FLEET SUPPORT GROUP LLC,CVN 74 RCOH ESU,6783656.56,,DELIVERY ORDER,2021-03-22,2022-03-21,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523622F9961,HII FLEET SUPPORT GROUP LLC,LABOR SUPPORT 22 M1498 SEMAT HAWAII,6754980.0,2477125.88,DELIVERY ORDER,2022-07-22,2024-07-21,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279319F2020,HUNTINGTON INGALLS INC,IAPA FY18-23,6671190.0,0.0,DELIVERY ORDER,2019-09-24,2020-09-24,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6274224F0320,MOFFATT & NICHOL - BURNS & MCDONNELL HAWAII,"FY27 MCON P-1018 LSM SHIP BERTHING WHARF IMPROVEMENTS FOXTROT 12/13, JOINT BASE PEARL HARBOR-HICKAM, HAWAII",6666353.0,,DELIVERY ORDER,2024-08-08,2031-12-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008518F6428,"CJW CONTRACTORS, INC.","DBB BLDG. 633 C ROOF /DB ROOF REPAIR&REPLACEMENT PNBC PHILADELPHIA, PA",6631114.66,0.0,DELIVERY ORDER,2018-08-14,2023-01-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002425C2122,HUNTINGTON INGALLS INC,STEAM PLANT MANUAL,6589422.0,,DEFINITIVE CONTRACT,2025-01-01,2027-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
